area	company	pay
서초구	자연별곡	7000
중구	세븐일레븐을지로지하상가점	6200
종로구	마사인더가렛	6300
송파구	㈜믹존스에프앤비	6300
중랑구	치킨뱅이	6100
중구	365플러스 신당장충점	6500
종로구	㈜비어할레	6800
영등포구	아리스타	8000
구로구	파리바게트 오류역점	6030
동작구	한우리고시원&독서실	6030
동대문구	세븐일레븐 이문경희점	6030
마포구	무봤나촌닭	6500
강남구	카니발피자강남1호점	7000
광진구	쿠시	7000
송파구	최상	7000
강남구	CU 수서나산점	6500
강남구	뱃고동	7000
중랑구	중랑역점롯데리아	6030
강남구	에메필 강남2호점	7200
용산구	쥬씨 숙대입구역점	6500
동작구	인터라켄 PC방	6800
동작구	사이버팰리스pc방	6500
노원구	sioko	6100
서대문구	GS25연대2점	6030
강남구	GS25역삼효성점	6100
은평구	엔제리너스 불광역점	9015
강남구	GS25논현드림점	6600
강남구	자주포차	7000
동대문구	아이센스 PC방	6300
관악구	㈜이랜드파트/자연별곡 서울대입구점	7200
중랑구	싸다구	7000
동대문구	이디야 (동부병원사거리점)	6200
강남구	포차어게인	7000
강남구	메가로스쿨 ㈜ 강남N캠퍼스	6100
서초구	꼬지사께 방배점	7000
강남구	락 플스방	6100
노원구	브레드원	6100
강서구	파리바게트염창점	6030
송파구	비비큐 프리미엄카페 (직영)	7230
강남구	하남돼지집	8000
강서구	GS25 등촌NC	6400
노원구	브레드원	6100
송파구	와리가리 PC방	6300
강남구	청담 우선생/압구정	10000
동대문구	누나홀닭	6500
강남구	역삼 브라운돈까스	7000
강서구	짚신매운갈비찜 강서구청점	6500
송파구	탐앤탐스(올림픽남문점)	6030
강남구	오르막길	7000
영등포구	신도림 삼성 리빙텔	6030
구로구	청춘포차	6500
중랑구	오븐마루	7000
금천구	스위티피씨방독산점	6300
은평구	엔제리너스 불광역점	6030
강남구	코드케이	9000
마포구	큐앤구당구클럽	7000
양천구	아싸닭	6500
송파구	왕노가리 호프	7000
강남구	kemicoffee	7000
강동구	등갈비달인	6500
노원구	강호동678치킨	6100
구로구	세븐일레븐	6030
강남구	GS25역삼효성점	6100
은평구	엔제리너스 불광역점	9015
강남구	GS25논현드림점	6600
강남구	자주포차	7000
동대문구	아이센스 PC방	6300
관악구	㈜이랜드파트/자연별곡 서울대입구점	7200
중랑구	싸다구	7000
동대문구	이디야 (동부병원사거리점)	6200
강남구	포차어게인	7000
강남구	메가로스쿨 ㈜ 강남N캠퍼스	6100
서초구	꼬지사께 방배점	7000
강남구	락 플스방	6100
노원구	브레드원	6100
강서구	파리바게트염창점	6030
송파구	비비큐 프리미엄카페 (직영)	7230
강남구	하남돼지집	8000
강서구	GS25 등촌NC	6400
노원구	브레드원	6100
송파구	와리가리 PC방	6300
강남구	청담 우선생/압구정	10000
동대문구	누나홀닭	6500
강남구	역삼 브라운돈까스	7000
강서구	짚신매운갈비찜 강서구청점	6500
송파구	탐앤탐스(올림픽남문점)	6030
강남구	오르막길	7000
영등포구	신도림 삼성 리빙텔	6030
구로구	청춘포차	6500
중랑구	오븐마루	7000
금천구	스위티피씨방독산점	6300
은평구	엔제리너스 불광역점	6030
강남구	코드케이	9000
마포구	큐앤구당구클럽	7000
양천구	아싸닭	6500
송파구	왕노가리 호프	7000
강남구	kemicoffee	7000
강동구	등갈비달인	6500
노원구	강호동678치킨	6100
구로구	세븐일레븐	6030
송파구	7ELEVEN 종합운동장역점	6200
서대문구	세븐일레븐 홍제 세검정로길점	6030
송파구	꿀다방 잠실본점	6100
송파구	공차 신천점	6500
강북구	에이제이 포테이토 하우스	6200
중랑구	다락	6500
종로구	4.5평 우동집	7000
강남구	계절밥상 코엑스몰점	7240
영등포구	오븐마루문래점	8000
강남구	다빈치호프	7500
강서구	교다이	7000
강남구	㈜ 영명 도쿄사이카보(일본요리)	7500
마포구	뉴욕야시장	7000
강남구	파리바게트 역삼상록점	7000
동대문구	이디야커피 답십리사거리점	6030
성북구	CIEL	6100
성동구	석관동 떡볶이 왕십리점	6500
강남구	세븐일레븐 삼성8호점	7000
용산구	경리단포차	7000
용산구	화산공	7000
송파구	으리pc방	6100
강남구	꼬꼬댁갈비(강남점)	7000
마포구	하남돼지집 애오개역점	8000
용산구	계절밥상 용산 아이파크몰점	7240
노원구	㈜이랜드파크 외식사업부	7240
동대문구	빛나는바다장안점	6500
도봉구	치어스 도봉구청점	7000
마포구	윤수김밥	6500
은평구	맥도날드 구산점	6300
종로구	치킨더비종로청계점	7000
노원구	세븐일레븐 공릉금강점	6030
종로구	엠엠티에이치100	6500
강남구	㈜코코로키친	7300
송파구	착한명태	7000
중구	통파이브 약수역점(신당동) 맥주전문점	6500
강서구	나노갈매기등촌점	6500
송파구	씨제이푸드빌㈜	7240
종로구	귀젤맥주창고	7000
중구	파리바게뜨	6300
서초구	엉터리생고기사당역점	8000
영등포구	GS 25 영등포	6030
강북구	커피에반하다[미아점]	6300
용산구	두끼(숙대점)	6100
영등포구	펀비어킹	7000
강남구	주)깐부 청담점	7000
강남구	이디야 커피 선릉점	6300
용산구	gs25용산전자타운점	6030
광진구	피자에땅	6100
용산구	GS25용산전자회관점	6500
구로구	카페베네신도림TM점	6030
마포구	몬스터브로스 커피	6100
도봉구	늑대와영웅PC방	6030
중구	에쎄레젤라또 명동성당 본점	6300
양천구	오딧세이	6500
성북구	맘스터치 동덕여대점	6500
강서구	매드포갈릭 롯데몰 김포공항점	7300
동작구	싸움의고수 노량진점	7000
영등포구	슈퍼커피국제금융로점	6200
동작구	별헤는 밤	7000
서대문구	하남돼지집 마포역점	8000
구로구	롯데리아 신도림역점	7500
영등포구	계절밥상 여의도IFC점	7240
서대문구	롯데리아 홍제역점	6030
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
강동구	로드PC방	6100
양천구	한국맥도날드 (유) 신월DT점	6030
광진구	영희마트편의점	6100
광진구	청담이상 워커힐점	7250
강북구	탑pc방 미아점	6100
영등포구	다사랑치킨호프	6500
성동구	에버PC카페	6500
강서구	케그비어화곡2호점	6100
관악구	PC CLUB	6100
관악구	미스터피자/서울대점	6100
강동구	청년다방 강동구청점	7200
양천구	버디골프존	6500
강남구	공차 역삼점	6030
영등포구	이디야 영등포구청점	6030
강남구	역삼사거리 쥬씨	7300
종로구	사발-광화문	8000
성북구	영철버거	7000
동대문구	하게	6500
금천구	가산 OST	7250
강남구	세븐일레븐 역삼개나리점	6500
동작구	GS25 사당남사점	6030
중랑구	바락 맥주창고	6600
송파구	㈜서울문고	6100
강남구	주)깐부 청담점	7000
송파구	츠키미	7000
관악구	훌랄라 숯불 바베큐	6500
광진구	겐로쿠우동	6300
동작구	써브웨이(서브웨이) 숭실대점	6030
종로구	수제카페차담소	7000
구로구	샌드데이	6500
금천구	㈜예쉬컴퍼니	7000
광진구	구석탱이 건대점	6500
강남구	주)깐부청담점	7000
구로구	달봉비어	6500
서초구	미니스톱 서초 남부점	6030
중랑구	탐스비어	6500
용산구	GS25 동자플래티넘	6300
서초구	미니스톱 서초 이오빌점	6030
양천구	365플러스 양강사랑	6100
강남구	세븐일레븐	6030
강남구	미미면가	7000
은평구	소담촌DMC점	6200
강서구	치킨매니아	7000
서대문구	브로이하우스	6800
강남구	주)깐부 청담점	7000
강남구	주)깐부 청담점	7000
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
서초구	와라와라사당2호점	7000
관악구	육쌈냉면	6030
동대문구	고기야미안해	6500
송파구	교촌치킨 문정법조점	7500
용산구	Bull&Barrel	7000
영등포구	오렌지스크린	6030
서초구	위드미/메리어트점	7730
강북구	피씨빈 삼양점	6100
구로구	㈜에스트 코나야점	7000
강동구	이디야 올림픽북문점	6030
서초구	카츠네 치킨	7000
강남구	가인볼링센터 강남점	8000
마포구	착한식당(홍대)	7000
송파구	땅땅치킨 석촌역점	6500
관악구	익스트림pc방	6030
구로구	투앤디플레이스	6100
강서구	등뜨리화닭발	6500
관악구	써브웨이 샌드위치 서울대점	6030
양천구	SUSHI TORA	6500
성북구	베스킨라빈스 성북종암점	6030
동작구	KFC보라매	6030
동대문구	PCCUS PC방	6400
서초구	요거프레소 우면동점	6500
중랑구	조개만땅	6500
노원구	브레댄코	6050
서대문구	호식이두마리치킨 북가좌1호점	7500
구로구	CU공단오거리점	6700
서대문구	파리바게뜨가재울래미안	6100
구로구	사이버팰리스	6030
성북구	불타는 쭈꾸쭈꾸	6030
광진구	의미더하기	6030
강남구	카페 943-24	6300
중랑구	PC&달인	6100
강남구	아리스타 역삼2호점	6030
마포구	디저트39	6030
서초구	슈퍼스타 코인 노래연습장(강남역점)	7300
마포구	교촌치킨 아현점	7500
서초구	커피베이 양재역점	7240
강남구	세븐일레븐 역삼타운점	6500
노원구	새우꺾기노원점	7000
강남구	카페훈	6500
서대문구	롯데리아 서대문역점	7000
서대문구	롯데리아 서대문역점	7000
동대문구	준코노래타운(장안점)	8000
송파구	홍짜장삼전점	6030
중랑구	(유)아웃백스테이크하우스	6520
서대문구	교촌치킨 북가좌점	8000
용산구	파스쿠찌 용산아이파크몰점	6030
영등포구	꾼노리 영등포점	7500
중랑구	금계찜닭 묵동자이점 ㈜디엔엠	6500
종로구	더레스토랑	7000
강남구	카페마마스 가로수길점	7240
중구	서브웨이회현점	6030
관악구	화통삼 난곡점	6030
강동구	메콩타이고덕역점	6030
노원구	카카오PC방	7000
서대문구	그램그램북가좌점	7000
마포구	자마이카 왕	7000
마포구	신마포갈매기 마포구청점	6500
중랑구	카페베네홈플러스면목점	6030
관악구	포석 닭볶음탕	6500
금천구	마리웨일 마카롱 가산 현대 아울렛점	6300
노원구	지플러스PC방	6100
강서구	마뇨떡볶이까치산역점	6200
서초구	웰빙텔양재점	6030
강남구	꼴깍	7500
은평구	맘스터치 갈현점(연신내점)	6200
강동구	성내Self주유소	6030
강남구	밍고식스 신사점	6030
금천구	던킨도너츠 현대아울렛점(구 가산하이힐점)	7000
금천구	카페알루	7300
광진구	㈜서울문고	6100
은평구	오징어청춘(연신내점)	6800
구로구	신상하이포차	7000
영등포구	이디야 여의나루역점	6030
관악구	클로비스pc방	6030
서대문구	롯데리아 서대문역점	7000
노원구	새우꺾기노원점	7000
강남구	카페훈	6500
서대문구	롯데리아 서대문역점	7000
서대문구	롯데리아 서대문역점	7000
동대문구	준코노래타운(장안점)	8000
송파구	홍짜장삼전점	6030
중랑구	(유)아웃백스테이크하우스	6520
영등포구	꾼노리 영등포점	7500
중랑구	금계찜닭 묵동자이점 ㈜디엔엠	6500
종로구	더레스토랑	7000
강남구	카페마마스 가로수길점	7240
중구	서브웨이회현점	6030
관악구	화통삼 난곡점	6030
강동구	메콩타이고덕역점	6030
노원구	카카오PC방	7000
서대문구	그램그램북가좌점	7000
마포구	자마이카 왕	7000
마포구	신마포갈매기 마포구청점	6500
중랑구	카페베네홈플러스면목점	6030
관악구	포석 닭볶음탕	6500
금천구	마리웨일 마카롱 가산 현대 아울렛점	6300
노원구	지플러스PC방	6100
강서구	마뇨떡볶이까치산역점	6200
서초구	웰빙텔양재점	6030
강남구	꼴깍	7500
은평구	맘스터치 갈현점(연신내점)	6200
강동구	성내Self주유소	6030
강남구	밍고식스 신사점	6030
금천구	던킨도너츠 현대아울렛점(구 가산하이힐점)	7000
금천구	카페알루	7300
광진구	㈜서울문고	6100
은평구	오징어청춘(연신내점)	6800
구로구	신상하이포차	7000
영등포구	이디야 여의나루역점	6030
관악구	클로비스pc방	6030
서대문구	롯데리아 서대문역점	7000
서대문구	롯데리아 서대문역점	7000
서대문구	롯데리아 서대문역점	7000
중구	하남돼지집 마포역점	7500
강남구	피자헛 도곡2호점	7600
서대문구	신촌당구장	6030
강동구	GS25 천호하이츠	6030
서초구	맥도날드 서초뱅뱅점	6030
금천구	불불이족발 시흥본점	7000
노원구	커브스 노원클럽	7000
노원구	Lime PC Cafe	6100
서대문구	통큰갈비	6800
노원구	치킨매니아수락리버시티점	6500
강남구	치킨&펍 압구정역점	7500
강서구	크리스피크림도넛	7130
구로구	롯데리아 구로시장점	6030
관악구	롯데리아 구로디지털역점	6030
강북구	투썸플레이스 미아테라스파크점	6030
종로구	도노베아토	7000
종로구	커피팩토리	6500
강남구	이자까야 탄	7000
강동구	기발한치킨(올림픽공원점)	6500
송파구	세븐PC	7200
마포구	그린라이트	10000
마포구	쭈퐁 홍대점	6500
강남구	다이닝이자카야 무무	8500
서초구	마피아쥬스 교대점	7236
금천구	㈜키즈러브 마리오아울렛점	6100
서초구	㈜방배현대오일뱅크.	6500
도봉구	마쯔무라 돈까스 방학점	6030
마포구	(게스트하우스) Hostel KW Hongdae	7236
성북구	미니스톱 장위점	6030
강서구	cu 화곡이슬점	6100
강북구	포인트당구장	6100
종로구	삼형제쭈꾸미 대학로점	6700
관악구	오렌지	6500
종로구	Qplus 멀티방	6200
중랑구	통큰후라이	6500
광진구	오징어마을	8000
마포구	커피케어	6500
종로구	북촌빙수	6050
동작구	파스쿠찌 숭실대점	6100
강동구	커피베이 강동구청점	6300
관악구	MUG 공대	7000
강남구	GAME FACTORY	6400
송파구	㈜마리코키친 제2롯데월드	7500
노원구	몽땅호프	6500
중랑구	카페베네 먹골역점	6500
양천구	뮤엠영어 시드니캠퍼스	7000
관악구	롯데리아 구로디지털역점	6030
성동구	우리비즈플랫폼㈜	10000
성북구	노블레스 타워	7590
관악구	㈜할리스에프엔비	6030
관악구	롯데리아 구로디지털역점	9045
용산구	엔제리너스 숙대입구점	6030
관악구	롯데리아 구로디지털역점	9024
강남구	맥도날드 춘천명동점	7700
강남구	맥도날드 이마트목포점	7700
강남구	맥도날드 부평이마트점	7700
강남구	맥도날드 인천공항점	7700
성북구	마노핀 안암역점	6030
구로구	버거킹 구로점	7400
강남구	뚜레쥬르	6200
마포구	내맘대로 폰케이스	7000
송파구	Joy(조이)	20000
동대문구	투썸플레이스 답십리사거리	6030
동작구	롯데리아 노량진점	9000
강남구	맥도날드 한티역점	7200
강남구	맥도날드 대림점	7700
서초구	롯데리아 선릉점	7500
강남구	㈜코롭	7000
강동구	VIPS 올림픽점	7240
강남구	스타벅스 차병원사거리점	6100
송파구	롯데리아 홈플러스잠실점	6030
동작구	롯데리아 노량진점	8000
강남구	스타벅스 도곡역점	6100
서대문구	롯데리아 홍제역점	6030
서대문구	롯데리아 홍제역점	6030
서초구	롯데리아 선릉점	7500
강서구	㈜이랜드파크 외식사업부	7240
마포구	㈜이랜드파크 외식사업부	7240
강북구	신규오픈21호점	6300
구로구	㈜정목교육	6500
동대문구	롯데리아 외대역점	9040
강남구	GS25서울라마다점	6800
동작구	롯데리아 노량진점	8000
중랑구	롯데리아 면목중앙점	6130
송파구	롯데리아 신천점	6030
관악구	맥도날드 사당역점	8000
송파구	롯데리아 신천점	6030
송파구	롯데리아 신천점	6030
송파구	롯데리아 신천점	6030
송파구	롯데리아 신천점	6030
강남구	버거킹 강남파이낸스점2	6030
강남구	버거킹 강남파이낸스점2	6030
은평구	㈜이랜드파크 외식사업부	7240
마포구	마포역 할리스	6030
광진구	롯데리아 중곡점	6030
동작구	롯데리아 노량진점	8000
관악구	롯데리아 신림역점	6030
관악구	롯데리아 구로디지털역점	6030
마포구	롯데리아 신촌로터리점	6030
중구	맥도날드 명동점	6200
강동구	GS25길동미래점	6030
강남구	GS25도곡양재점	6800
구로구	GS25구로아울렛점	6030
송파구	롯데리아 롯데백잠실광장점	6030
송파구	TGIF 잠실점	7250
동작구	롯데리아 노량진점	9000
강남구	맥도날드 강남점	6030
강남구	미성엠프로㈜	6600
송파구	TGIF 잠실점	7250
송파구	TGIF 잠실점	7250
송파구	롯데리아 신천점	6030
마포구	롯데리아 신촌로터리점	6030
금천구	맥도날드 가산디지털역점	6030
중구	㈜브라운컨설팅	7500
노원구	크리스피크림도넛_ 노원점	6030
강남구	VIPS 도곡역점	7240
서초구	롯데리아 사당점	6030
중구	명동갤러리	7000
서초구	엔제리너스 강남역점	9000
노원구	뚜레쥬르 중계브라운점	6030
강남구	[직영]투썸플레이스 코엑스몰점	7240
송파구	GS25가든파이브점	6030
용산구	계절밥상 용산 아이파크몰점	7240
중구	스타벅스 순화동더샵점	6100
동작구	롯데리아 노량진점	9000
서대문구	GS25북가좌제일점	6030
도봉구	미스터피자 창동점	6030
영등포구	크리스피크림도넛_ 영등포점	6430
관악구	롯데리아 구로디지털역점	9024
영등포구	감성 유리다방	6100
마포구	GS25합정성산점.	6500
송파구	롯데리아 신천점	7400
광진구	알촌 건국대	7000
서대문구	크리스피크림도넛_ 신촌점	6030
서대문구	크리스피크림도넛_ 신촌점	6030
강남구	스타벅스 강남역점	6100
금천구	계절밥상 가산 W MALL점	7240
용산구	계절밥상 용산 아이파크몰점	7240
서대문구	롯데리아 홍제역점	6030
마포구	하남돼지집 마포역점	8000
도봉구	버거킹 쌍문점	6030
도봉구	버거킹 쌍문점	6030
도봉구	버거킹 쌍문점	6700
강서구	롯데리아 신김포공항점	6030
마포구	롯데리아 신촌로터리점	6130
도봉구	버거킹 쌍문점	6700
도봉구	버거킹 쌍문점	6700
서초구	투썸강남삼성타운점	7240
용산구	롯데리아 서울역사점	6600
송파구	롯데리아 올림픽공원점	6130
구로구	롯데리아 구로시장점	8130
서대문구	하남돼지집 마포역점	7500
중랑구	롯데리아 면목중앙점	6130
강남구	GS25청담삼익점.	6030
구로구	크리스피크림도넛_ 메세나폴리스점	6030
중랑구	롯데리아 면목중앙점	6130
중랑구	롯데리아 면목중앙점	6130
중랑구	롯데리아 면목중앙점	6130
중랑구	롯데리아 면목중앙점	6130
용산구	크리스피크림도넛_ 원효로커미서리점	7000
용산구	크리스피크림도넛_ 원효로커미서리점	7000
중랑구	롯데리아 사가정역점	9045
강남구	맥도날드 이마트목포점	7700
서초구	㈜할리스에프엔비 (센트럴시티점)	6030
강남구	엔제리너스 강남역사거리점	6030
강남구	맥도날드 춘천명동점	7700
서초구	롯데리아 사당점	6130
강남구	맥도날드 인천공항점	7700
강서구	롯데리아 염창점	6030
강서구	롯데리아 염창점	6030
송파구	뚜레쥬르 송파황실점	7240
강남구	맥도날드 부평이마트점	7700
강남구	맥도날드 당산점	7700
강남구	맥도날드 대림점	7700
강남구	롯데리아 선릉점	7500
동작구	롯데리아 노량진점	9000
강남구	맥도날드 한티역점	7200
강남구	롯데백화점 강남점	6100
관악구	GS25서울대관악사점	6700
강남구	투썸플레이스 강남대륭타워점	7240
광진구	J bar	10000
용산구	롯데리아 서울역사점	6600
용산구	롯데리아 서울역사점	6600
관악구	롯데리아 선릉점	7500
강남구	롯데백화점 강남점	6100
중랑구	왓슨스 상봉역점점	7300
강서구	푸드오클락 김포공항점 홀/캐셔 모집 (씨제	7300
송파구	㈜파란해	8000
중구	세영이지㈜	7800
관악구	롯데리아 신림역점	6030
용산구	롯데리아 서울역사점	6600
강남구	스타벅스 도곡역점	6100
관악구	롯데리아 구로디지털역점	6030
금천구	맥도날드 가산디지털역점	6030
마포구	롯데리아 신촌로터리점	6030
송파구	롯데리아 신천점	7400
송파구	롯데리아 신천점	7400
송파구	롯데리아 신천점	6030
송파구	롯데리아 신천점	7400
송파구	롯데리아 신천점	7400
송파구	롯데리아 신천점	7400
동작구	버거킹 노량진점	6030
동작구	버거킹 노량진점	6030
광진구	롯데리아 군자점	6030
동작구	버거킹 노량진점	6030
영등포구	GS25영동초교점.	6030
용산구	계절밥상 용산 아이파크몰점	7240
관악구	롯데리아 세이브마트점	6030
송파구	롯데리아 홈플러스잠실점	6030
금천구	계절밥상 가산 W MALL점	7240
중구	롯데리아 롯데마트서울역사점	6030
중구	투썸플레이스 예금보험공사점	7240
용산구	계절밥상 용산 아이파크몰점	7240
서초구	하남돼지집 서초교대점	7000
송파구	롯데리아 신천점	7400
강서구	왓슨스 염창역점	7300
광진구	롯데리아 건대역점	9200
광진구	롯데리아 건대역점	9200
광진구	롯데리아 건대역점	9200
강남구	왓슨스코리아 신논현역점	7300
서대문구	롯데리아 홍제역점	6030
용산구	계절밥상 용산 아이파크몰점	7240
구로구	롯데리아 구로시장점	6030
영등포구	왓슨스 코리아 국회의사당역점	7300
중구	투썸플레이스 예금보험공사점	7240
성북구	GS25국민사랑점	6500
용산구	씨제이푸드빌㈜	7240
강서구	롯데리아 염창점	6030
광진구	롯데리아 중곡점	6130
구로구	롯데리아 구로시장점	8130
마포구	하남돼지집 마포역점	7500
영등포구	스타벅스 당산역점	6100
영등포구	할리스 보라매역점	6030
송파구	롯데리아 올림픽공원점	6130
서대문구	크리스피크림도넛_ 신촌점	6030
서대문구	크리스피크림도넛_ 신촌점	6030
중랑구	롯데리아 사가정역점	9045
관악구	롯데리아 선릉점	7500
강남구	엔제리너스 역삼GS타워점	9000
성북구	크리스피크림도넛_ 명동예술극장점	6030
성북구	크리스피크림도넛_ 명동예술극장점	6030
성동구	㈜삼익디엔씨 투썸플레이스 금호 하이리버점	6030
도봉구	롯데리아 홈플러스방학점	6030
영등포구	크리스피크림도넛_ 영등포점	6430
서초구	마노핀 교대역점	6030
송파구	TGIF 잠실점	7250
송파구	TGIF 잠실점	7250
구로구	롯데리아 구로시장점	8130
중구	용우동(동국대점)	6500
영등포구	마리웨일 마카롱 선유도점	6300
노원구	와라와라 석계점	6500
서초구	gs25 반포사랑점	6500
강동구	스시코우 길동점	6500
강남구	감성캠핑 맥주창고	6500
금천구	메이플치킨&비어(가산디지털단지역점)	6500
강남구	뚜레쥬르 강남역중앙점	6500
강서구	롯데리아 롯데몰김포공항점	6030
동대문구	커피베이 용두점	6100
영등포구	슈퍼커피 여의도역점	6300
강서구	CJ푸드빌/빕스 등촌점	7240
노원구	와라와라 공릉점	6500
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
구로구	세븐일레븐	6030
양천구	대반전	7000
중구	포반트랑	6500
송파구	준 당구클럽	6300
영등포구	계절밥상 여의도IFC점	7240
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
중랑구	놀부부대찌개 상봉점	6030
관악구	스터디움독서실(봉천)	6030
송파구	아이비pc방	6300
강동구	씨푸드박스	7000
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
성동구	별빛주막	6500
송파구	홍짜장삼전점	6030
송파구	비비큐 프리미엄카페 (직영)	7230
금천구	가산치킨철파니야	7000
중랑구	롯데리아 사가정역점	9045
송파구	포베이 잠실점	6030
강남구	갤럭시PC방	6500
관악구	GS25 관악한빛점	6300
동작구	롯데리아 노량진점	8500
마포구	그 남자의 볶음밥	6500
송파구	파리바게뜨 파크리오2호점	6030
영등포구	세븐일레븐	6300
노원구	피자마루	6200
은평구	참치를 품다	7000
중랑구	맥도날드	6030
노원구	파리바게뜨 화랑대역점	6030
용산구	롯데리아 서울역사점	6600
서초구	롯데리아 사당점	6030
종로구	㈜세븐스프링스 광화문점	7240
강북구	CU 미아 율곡점	6030
용산구	롯데리아 숙대입구역점	6030
강동구	롯데리아 명일D/T점	6030
강서구	해누리	7000
종로구	지에스25종로안국점	6030
강남구	CU신사프리미어점	6100
성동구	롯데리아롯데마트행당역점	6030
관악구	바르미 샤브뷔페	7000
성북구	뉴욕버거 하월곡점	6500
동대문구	로운 청량리점	6300
종로구	자작나무이야기	6300
중구	투썸플레이스 예금보험공사점	7240
관악구	롯데리아 신림역점	6030
마포구	피자헛 성산3호점	7500
강남구	coffeenie	6500
종로구	월매네	7000
마포구	Plan B	6500
종로구	월매네 주막	7000
종로구	경성함박	7000
노원구	롯데리아 공릉역점	6030
서초구	MR.JK	7000
강동구	바르다김선생  고덕역점	6100
송파구	아이비pc방	6300
강동구	씨푸드박스	7000
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
송파구	크리스피크림도넛_잠실롯데월드몰점	6030
성동구	별빛주막	6500
송파구	홍짜장삼전점	6030
송파구	비비큐 프리미엄카페 (직영)	7230
금천구	가산치킨철파니야	7000
중랑구	롯데리아 사가정역점	9045
송파구	포베이 잠실점	6030
강남구	갤럭시PC방	6500
관악구	GS25 관악한빛점	6300
동작구	롯데리아 노량진점	8500
마포구	그 남자의 볶음밥	6500
송파구	파리바게뜨 파크리오2호점	6030
영등포구	세븐일레븐	6300
노원구	피자마루	6200
은평구	참치를 품다	7000
중랑구	맥도날드	6030
노원구	파리바게뜨 화랑대역점	6030
용산구	롯데리아 서울역사점	6600
서초구	롯데리아 사당점	6030
종로구	㈜세븐스프링스 광화문점	7240
강북구	CU 미아 율곡점	6030
용산구	롯데리아 숙대입구역점	6030
강동구	롯데리아 명일D/T점	6030
강서구	해누리	7000
종로구	지에스25종로안국점	6030
강남구	CU신사프리미어점	6100
성동구	롯데리아롯데마트행당역점	6030
관악구	바르미 샤브뷔페	7000
성북구	뉴욕버거 하월곡점	6500
동대문구	로운 청량리점	6300
종로구	자작나무이야기	6300
중구	투썸플레이스 예금보험공사점	7240
관악구	롯데리아 신림역점	6030
마포구	피자헛 성산3호점	7500
강남구	coffeenie	6500
종로구	월매네	7000
마포구	Plan B	6500
종로구	월매네 주막	7000
종로구	경성함박	7000
노원구	롯데리아 공릉역점	6030
서초구	MR.JK	7000
강동구	바르다김선생  고덕역점	6100
동작구	오케이포차 이수역점	7000
양천구	씨유 목동역점	6500
영등포구	에버그린스크린골프	7000
중구	투썸플레이스 서소문점	7240
강남구	누나홀닭 선릉아이파크	7000
금천구	맥도날드 가산디지털역점	6030
마포구	요코소야 상암점	6030
금천구	가장맛있는족발 가산디지털역점	7000
마포구	국제식당	6100
성북구	도미노피자 동소문점	7800
용산구	맛있는놀이터외식사업부㈜	7000
동대문구	누구나홀닦반한닭	7500
영등포구	미니스톱/당산포스빌점	6300
동작구	롯데리아 노량진점	9000
동작구	롯데리아 노량진점	9000
동작구	롯데리아 노량진점	8000
관악구	롯데리아 홈플러스남현점	6030
마포구	롯데리아 신촌로터리점	6030
중구	㈜브라운하우스커피 남산점	6300
송파구	미니스톱 잠실본점	6030
광진구	화이트캐슬(체인점)	6030
용산구	파브리크 FABRIK 이태원	7000
종로구	SUBWAY(성대점)	6030
구로구	생활맥주	6500
양천구	왓슨스코리아 파리공원점	7300
광진구	명품푸드	8000
은평구	엘에스씨푸드/선일여자고등학교	7400
노원구	ILLIMANI	6030
동대문구	칠성포차 경희대점	7000
강서구	큐브PC방	6300
중구	쌍림매점	6300
강남구	하남 돼지집 강남구청점	7000
강남구	커피볶는집	6030
서초구	서울고등학교 급식실 가람푸드써비스㈜	7500
성동구	한양대 황소곱창	6500
강남구	맥도날드	6030
강남구	CU(훼미리마트)/논현APEX점	6500
강남구	맥도날드	6030
서대문구	GS연세시티점	6500
성북구	㈜스킨센트	6500
구로구	㈜아리랑콜서비스	9000
강남구	카페스위트룸	6100
강남구	세븐일레븐	7000
영등포구	cu(구훼미리마트)문래벤처점	6300
영등포구	화통삼 영등포 8가점	7000
강북구	파리바게뜨미아중앙점	6030
성북구	돈가스pc방	6100
강서구	브레댄코 까치산	6030
중구	산쪼메 동국대점	6500
송파구	파파존스 송파구청점	8000
광진구	닌자초밥 군자점	6500
성북구	락휴노래연습장 고대안암점	6030
송파구	파파존스 송파점	6030
송파구	탑학습능력개발보습학원	10000
동작구	3pop Pc카페	6300
강남구	더테이블	6500
성북구	엔플pc방	6500
서초구	메종드앙팡	6500
강남구	한솥도시락 개포4동점	7240
금천구	㈜이에이티코리아	7000
강서구	bhc까치산역점	6500
강서구	구공탄곱창	6500
영등포구	휘 당구클럽	8000
은평구	JK쇼핑	7000
강남구	마노핀 익스프레스 압구정역점	6300
강남구	노란꼬무줄	6100
송파구	로봇김밥 롯데월드점	7000
동작구	곱창의 전설 노량진점	6500
서초구	타미하우스 반포점	6300
