area	company	pay
종로구	올리브영 종로YBM점 (CJ 올리브네트웍스)	7240
영등포구	phobay	6500
강남구	버거킹 포스코점	6030
강남구	버거킹 포스코점	6030
강동구	CJ올리브네트웍스 올리브영 천호중앙점	7240
강남구	버거킹 포스코점	6030
송파구	롯데리아 올림픽공원점	6130
중구	피자헛약수역점	7000
양천구	아이센스pc방	6030
구로구	버거킹 구로점	7620
강남구	노란꼬무줄	6100
서대문구	토즈 신촌본점	6100
송파구	㈜에프에스에스엔엘	6300
종로구	야광맨	7000
송파구	롯데리아 올림픽공원점	6130
강남구	버거킹 포스코점	6030
강남구	버거킹 포스코점	6030
양천구	크린토피아양천지사	6600
영등포구	커피공방	6500
용산구	컴온	8000
종로구	비빔밥게스트하우스	7000
용산구	라라컴	8000
중구	임창정의 소주한잔(동대문직영점)	7000
금천구	와인랜드㈜	6500
종로구	서브웨이 삼일대로점	6300
송파구	GS25가든파이브점	6030
영등포구	스타벅스 당산역점	6100
종로구	한국맥도날드	6600
마포구	하남돼지집 마포역점	7500
용산구	컴퓨터마을	8000
강서구	세븐일레븐 발산신화점B	6950
동작구	삼칠포차	6500
금천구	달달보드레 가산점	7000
강남구	커피브라운 역삼점	6100
송파구	맵퍼스	6030
용산구	㈜씨오엠	8000
광진구	[구의동]데이아웃 카페	7000
강동구	배스킨라빈스 강일동점	6030
영등포구	CJ올리브영 동여의도점	7240
노원구	엠비씨코스메틱	10000
용산구	크리스피크림도넛_ 원효로커미서리점	10000
송파구	롯데리아오금동사거리점	6030
강남구	카페427	7250
노원구	엘에스씨푸드	7236
송파구	㈜와이엠넷이씨씨송파잠실어학학원	6030
금천구	㈜세븐밸리	6100
용산구	크리스피크림도넛_ 원효로커미서리점	10000
동대문구	던킨도너츠 경희대점	6030
강남구	버거킹 강남파이낸스점2	6030
용산구	크리스피크림도넛_ 원효로커미서리점	7000
용산구	크리스피크림도넛_ 원효로커미서리점	7000
강남구	버거킹 강남파이낸스점2	6030
성동구	파리바게뜨	6030
강남구	CU(역삼삼부자점)	6030
구로구	가람푸드써비스㈜ 구일고등학교	7250
강남구	it table(잇테이블)	7000
도봉구	리틀포레스트	7500
송파구	㈜맵퍼스	6030
중구	더 커피	6500
성북구	gs25종암파크점	6500
마포구	브레덴코 합정역점	6500
용산구	아모레퍼시픽 미술관	7000
강남구	주식회사 이포넷	6500
마포구	사보타지(SABOTAGE)	6500
서초구	통파이브(세계맥주전문점)양재점	7000
관악구	젠푸드 히노아지 롯데백화점 관악점	7000
노원구	수아팜	6030
동작구	피자헛 보라매점	7000
강남구	피자헛 강남논현점	7500
서초구	피자헛 교대역3호점	7500
강남구	피자헛 압구정2호점	7240
강남구	피자헛 압구정2호점	6030
성동구	㈜에스디스퀘어 쥬스앤씨 왕십리점	6500
용산구	㈜씨앤알	10440
은평구	왓슨스 새절역점	7300
중구	㈜엠에스제이엘	6500
강서구	맥도날드 등촌점	9000
강서구	대한한의사협회	6500
강남구	세븐일레븐 강남 논현타운점	6300
양천구	㈜이디야 강서초교점	6030
용산구	㈜씨앤알	9010
중구	올리브영 제일제당센터점	7240
동대문구	GS25신설으뜸점.	6100
관악구	롯데리아 구로디지털역점	6030
광진구	왓슨스 건대2호점	7300
동대문구	네네치킨휘경1점	7000
마포구	리틀파파Pho	7514
강남구	포몬스	6500
강남구	마젤란 호프	8000
동작구	한국맥도날드	7000
구로구	돈발해(고기집)	7000
강북구	부산진오뎅	6300
노원구	신규오픈36호점	6030
송파구	제이케이글로벌	10000
은평구	키라키라	6030
송파구	세븐일레븐 송파점	6030
강북구	림(lim)	18000
관악구	GS25신림녹두점	6030
동작구	배스킨라빈스 중앙대점	6030
강남구	가이드라인	6500
동작구	노량진요거프레소	6200
용산구	이탈리아 레스토랑 홀서빙 파트타이머 모집	7240
마포구	오늘도	7000
성북구	뚜레쥬르 아리랑고개점	6030
강남구	quad	6300
종로구	㈜와이비엠에듀	6500
동대문구	마츠	6500
송파구	세븐이레븐 훼미리점	6030
송파구	갤러리 PC신천본점	6500
서초구	배스킨라빈스 양재매헌점	6500
광진구	아차산주유소	6500
종로구	마노핀 종로점	6050
강남구	떡볶이 공방	7000
중랑구	포앤시드니	6100
도봉구	베몽	6500
강서구	만리장성	7000
강남구	㈜하늘마음바이오	6500
종로구	친친함박	7000
구로구	카페민트	6100
종로구	멜로디스㈜ 배스킨라빈스  광화문 교보문고	6030
은평구	올리브영 연신내범서점(올리브네트웍스)	7240
성북구	크리스피크림도넛_ 명동예술극장점	6030
중구	롯데리아 롯데마트서울역사점	6030
서초구	이찬이대학편입학원	6200
성북구	CJ 푸드빌 계절밥상 월곡점	7240
양천구	홍대칼국수와족발 목동점	6500
동작구	카페모찌	6030
성북구	빽다방 월곡역점	6050
서초구	W클리닉 피부과	8000
용산구	㈜커피코트	6500
영등포구	하이채스	7000
강남구	애비뉴엘의원	8000
강남구	올리브영 세관사거리점(CJ올리브네트웍스)	7240
중구	크리스피크림도넛_ 명동예술극장점	6030
송파구	크리스피크림도넛_ 강남역점	6030
중구	크리스피크림도넛_ 명동예술극장점	6030
송파구	크리스피크림도넛_ 강남역점	6030
중구	크리스피크림도넛_ 명동예술극장점	6030
서초구	카페베네 방배 1동점	6030
송파구	크리스피크림도넛_ 강남역점	6030
송파구	크리스피크림도넛_ 강남역점	6030
송파구	크리스피크림도넛_ 강남역점	6030
서대문구	미스터피자 이대점	6030
강남구	GS25강남시티힐점	6030
영등포구	전구소다	7500
성북구	올리브영 돈암점(올리브네트웍스)	7240
영등포구	카페 브런디	6500
강서구	대림에너지㈜덕양제6주유소	6030
강서구	진진푸드	6500
강서구	쌈빠쌈버거	6500
도봉구	이디야	6030
강동구	토즈스터디센터 명일점	6100
강남구	미스터피자 선릉역점	6100
강남구	계절밥상 코엑스몰점	7240
강동구	콩불 천호점	6100
성동구	㈜ kave	6030
서초구	㈜이룸씨앤에스	7500
관악구	카페베네 신림본점	6100
강동구	애슐리 천호역점	6500
서초구	배스킨라빈스 양재매헌점	6500
금천구	한국건설생활환경시험연구원	6050
강남구	투썸플레이스 학여울역점	6200
성북구	아발론교육 성북캠퍼스	7240
강남구	파파존스피자 역삼점	6030
강남구	브레쉬에비뉴 청담점	6300
송파구	잉크폴리스	10000
동대문구	롯데리아 경희대점	6030
은평구	이마트 수색점	7236
용산구	계절밥상 용산 아이파크몰점	7240
용산구	계절밥상 용산 아이파크몰점	7240
강남구	㈜이랜드파크 외식사업부	7240
성동구	롯데리아롯데마트행당역점	6030
송파구	㈜이랜드파크 수사	6900
은평구	㈜삼표에너지 수색충전소	6650
용산구	하남돼지집 마포역점	8000
금천구	계절밥상 가산 W MALL점	7240
서초구	롯데리아 사당점	6130
서대문구	롯데리아 홍제역점	6030
강남구	투썸플레이스 삼성로점	7200
성동구	피자헛 왕십리역점	6700
송파구	송파민병철어학원	6500
금천구	이랜드 파크 애슐리	6030
강남구	오가다 오토웨이점	6200
관악구	공차 서울대입구역점	6100
용산구	계절밥상 용산 아이파크몰점	7240
용산구	CJ올리브영 숙대점	7240
서초구	카페 크레마도로	6500
마포구	뚜레쥬르 마포도화점	6030
양천구	세븐일레븐	6300
마포구	스타벅스 합정점	6100
강남구	투썸플레이스 삼성로점	7200
강서구	㈜예일프라자	6100
구로구	㈜제니트리	6500
강남구	할리스커피 선릉 샹제리제점	6100
영등포구	365플러스당산유원점	6200
송파구	롯데리아 올림픽공원점	6130
구로구	맥도날드 구로디지털점	8500
강남구	미스터피자 선릉역점	6100
서초구	스타벅스 방배점	6100
종로구	이케맨	7000
강동구	아리스타커피 천호공원점	6030
중구	텍사쓰짬뽕	7000
서초구	버거킹 남부터미널점	7200
서초구	버거킹 남부터미널점	7200
서초구	버거킹 남부터미널점	7200
영등포구	㈜아워홈 트윈타워지점	6030
강서구	배스킨라빈스 우장산역점	6030
송파구	세븐일레븐 롯데월드몰수족관점	6030
강서구	더뻘	8000
중구	말근나주곰탕	7000
종로구	The Fresh Box 2호점	7200
동대문구	GS25신설으뜸점.	6100
서초구	버거킹 남부터미널점	7200
서초구	버거킹 남부터미널점	7200
송파구	롯데리아 올림픽공원점	6130
마포구	곱창전골	7000
송파구	롯데리아 올림픽공원점	6130
종로구	올리브영 세종로점(CJ올리브네트웍스)	7240
강남구	하츠코이오카	7500
강남구	맥도날드 강남점	6030
강동구	동원마트	6400
서초구	옥토버훼스트(서초점)	6500
용산구	국립박물관문화재단	6030
동대문구	멘도롱제주집(신설동점)	6500
강남구	한국맥도날드(유)강남점	7200
강남구	놀 피씨방	6500
영등포구	DETOXI(디톡시)	6500
송파구	롯데리아 올림픽공원점	6130
강동구	애슐리 천호역점	6500
서초구	배스킨라빈스 양재매헌점	6500
금천구	한국건설생활환경시험연구원	6050
강남구	투썸플레이스 학여울역점	6200
성북구	아발론교육 성북캠퍼스	7240
강남구	파파존스피자 역삼점	6030
강남구	브레쉬에비뉴 청담점	6300
송파구	잉크폴리스	10000
동대문구	롯데리아 경희대점	6030
은평구	이마트 수색점	7236
용산구	계절밥상 용산 아이파크몰점	7240
용산구	계절밥상 용산 아이파크몰점	7240
강남구	㈜이랜드파크 외식사업부	7240
성동구	롯데리아롯데마트행당역점	6030
송파구	㈜이랜드파크 수사	6900
은평구	㈜삼표에너지 수색충전소	6650
용산구	하남돼지집 마포역점	8000
금천구	계절밥상 가산 W MALL점	7240
서초구	롯데리아 사당점	6130
서대문구	롯데리아 홍제역점	6030
강남구	투썸플레이스 삼성로점	7200
성동구	피자헛 왕십리역점	6700
송파구	송파민병철어학원	6500
금천구	이랜드 파크 애슐리	6030
강남구	오가다 오토웨이점	6200
관악구	공차 서울대입구역점	6100
용산구	계절밥상 용산 아이파크몰점	7240
용산구	CJ올리브영 숙대점	7240
서초구	카페 크레마도로	6500
마포구	뚜레쥬르 마포도화점	6030
양천구	세븐일레븐	6300
마포구	스타벅스 합정점	6100
강남구	투썸플레이스 삼성로점	7200
강서구	㈜예일프라자	6100
구로구	㈜제니트리	6500
강남구	할리스커피 선릉 샹제리제점	6100
영등포구	365플러스당산유원점	6200
송파구	롯데리아 올림픽공원점	6130
구로구	맥도날드 구로디지털점	8500
강남구	미스터피자 선릉역점	6100
서초구	스타벅스 방배점	6100
종로구	이케맨	7000
강동구	아리스타커피 천호공원점	6030
중구	텍사쓰짬뽕	7000
서초구	버거킹 남부터미널점	7200
서초구	버거킹 남부터미널점	7200
서초구	버거킹 남부터미널점	7200
영등포구	㈜아워홈 트윈타워지점	6030
강서구	배스킨라빈스 우장산역점	6030
송파구	세븐일레븐 롯데월드몰수족관점	6030
강서구	더뻘	8000
중구	말근나주곰탕	7000
종로구	The Fresh Box 2호점	7200
동대문구	GS25신설으뜸점.	6100
서초구	버거킹 남부터미널점	7200
서초구	버거킹 남부터미널점	7200
송파구	롯데리아 올림픽공원점	6130
마포구	곱창전골	7000
송파구	롯데리아 올림픽공원점	6130
종로구	올리브영 세종로점(CJ올리브네트웍스)	7240
강남구	하츠코이오카	7500
강남구	맥도날드 강남점	6030
강동구	동원마트	6400
서초구	옥토버훼스트(서초점)	6500
용산구	국립박물관문화재단	6030
동대문구	멘도롱제주집(신설동점)	6500
강남구	한국맥도날드(유)강남점	7200
강남구	놀 피씨방	6500
영등포구	DETOXI(디톡시)	6500
송파구	롯데리아 올림픽공원점	6130
강남구	맥도날드	6030
용산구	그릴타이 용산아이파크몰점	7240
강남구	맥도날드	6030
강남구	맥도날드 강남점	6030
동대문구	GS25신설으뜸점.	6100
양천구	제이스	15000
노원구	배스킨라빈스 중계점	6030
송파구	쇼퍼랜드	6100
서초구	얼라이브	10000
강동구	올리브영 고덕점(CJ올리브네트웍스)	7240
금천구	타미하우스가산점	6500
관악구	한양소방안전 ㈜	6030
강남구	키친 미타니야 일식 레스토랑	7200
강남구	미타니야 타워팰리스점	7230
강남구	맥도날드	6030
강남구	맥도날드	6030
양천구	신규오픈38호점	6030
광진구	배스킨라빈스 화양삼거리점	7240
도봉구	배스킨라빈스쌍문역점	6030
성동구	애플독서실	6030
중구	모든아트	7000
영등포구	GS25	6600
노원구	제임스 키친	6030
강남구	맥도날드 강남점	6030
영등포구	인터라켄 PC방	6030
서초구	㈜한솥 미타니야 교대점	7000
강남구	CJ올리브영 강남대로점	7240
강남구	맥도날드 춘천명동점	7700
강남구	맥도날드 이마트목포점	7700
강남구	맥도날드 부평이마트점	7700
강남구	맥도날드 인천공항점	7700
동작구	롯데리아 노량진점	8000
서초구	GS25 서울팔래스점	6100
용산구	미타니야 동부이촌점	7200
성북구	더카페	6030
강동구	롯데리아 명일D/T점	6030
중구	카페 쎄리오 동국대학교점	6030
서초구	GS25반포대로점.	6200
동작구	동키타운 pc	6500
성동구	케빈오크	6030
강동구	악쓰는하마	6500
종로구	공차 동묘점	6100
종로구	더안게스트하우스&호스텔	8000
강동구	카페베네 강동구청점	6030
중랑구	㈜에너지짐휘트니스	7000
영등포구	써브웨이 여의도점	7000
마포구	비어헌터	6500
서초구	5구역 양재점	7000
서초구	GS25반포1점	6050
영등포구	VIPS 여의도점	7240
은평구	올리브영 연신내범서점 (CJ 올리브네트웍스	7240
중구	써브웨이순화동라마다점(경찰청 동북아역사	6300
구로구	파크짐휘트니스	6100
노원구	가람푸드써비스㈜	9000
송파구	24/7	6030
노원구	공릉한샘학원	7500
마포구	마포역  할리스	6030
관악구	엔제리너스 서울대입구점	6030
송파구	배스킨라빈스 방이시장점	6100
강서구	GS25염창신동아점	6030
강남구	CJ올리브영 강남시티점	7240
송파구	카페 빙빙빙 잠실 롯데월드 어드벤쳐	6300
종로구	보비아	10000
강남구	제이알씨중국어학원㈜	6500
구로구	이디야커피 신도림테크노마트점	6030
서초구	johney``s coffee	6300
양천구	CU 신월곰달래점	6030
강남구	쟌슨빌부대찌개	7500
서초구	스타벅스 논현역점	6100
강남구	맥도날드 삼성역점	7800
서초구	래미안문구팬시	6800
양천구	CU목동그린타운점	6030
중구	명동갤러리	7000
강서구	CU화곡곰달래점	6030
영등포구	커피볶는집(여의도 커피전문 점에서 함께 하	6500
은평구	GS25응암IS점	6030
광진구	GS25자양타워점	6030
송파구	스터디플래닛 올림픽센터 독서실	6030
광진구	GS25화양타운점	6030
강남구	맥도날드 한티역점	7200
강남구	맥도날드 대림점	7700
마포구	㈜이랜드파크 외식사업부	7240
동작구	롯데리아 노량진점	9000
양천구	액센트 현대백화점 목동점	6030
성동구	샤브앤돈 (샤브샤브&돌판구이)	7000
관악구	애슐리 서울대입구점	6700
종로구	종로3가 족의한수	7000
서초구	블루스카이	35000
강남구	블루스카이	35000
금천구	세븐일레븐가산에스티엑스브이타워점	6500
강남구	masseria(마세리아)	6500
광진구	세븐일레븐	6030
영등포구	올리버브라운코리아	6100
강서구	미니스톱공항입구점	6200
은평구	이니스프리 응암점	6030
강남구	CJ올리브영강남시티점	7240
강남구	버거킹 차병원사거리점	6030
강남구	버거킹 차병원사거리점	6200
송파구	더치앤빈문정점	6030
종로구	세븐일레븐 종로함춘원점	6100
중구	Boostercoffee (부스터커피)	6100
강남구	버거킹 차병원사거리점	6300
강남구	버거킹 차병원사거리점	6200
강남구	버거킹 차병원사거리점	6030
강남구	GS25신사로데오점	6500
강남구	야간얼큰우동포차	8000
종로구	세븐일레븐 종로율곡점	6100
중구	SM엔터테인먼트 DDP SUM	6300
관악구	본도시락 서울대입구역점	8000
영등포구	에듀독서실	6030
영등포구	에듀독서실	6030
강남구	롯데리아 선릉점	7600
관악구	롯데리아 구로디지털역점	9045
양천구	사이다(구 고스트캐슬) PC방	6030
중구	카페트리	6050
관악구	제노PC방(신대방점)	6200
구로구	홈플러스익스프레스	6030
관악구	세븐일레븐(낙성대점)	6200
강동구	써브웨이 강동성심병원점	6030
동대문구	화이트캣	8000
서초구	미소머금고(자바시티)	6030
관악구	스카이 피씨방	6100
용산구	크리스피크림도넛_ 남영역점	6030
강남구	현대백화점/본점	6100
송파구	육회공장	7000
강남구	GS당구장	8000
서초구	GS25 강남센터점	6100
광진구	그린라이트심쿵	6500
마포구	올리브영 상수역점	7240
서초구	배스킨라빈스 서초우성	6030
강남구	CJ올리브영 코엑스몰점(CJ 올리브네트웍스)	7240
용산구	크리스피크림도넛_ 남영역점	6030
중구	명가교동짬뽕	7000
서대문구	GS25북가좌제일점	6030
양천구	청솔학원 목동지점	6100
성북구	베브릿지(BeBridge)	7230
마포구	㈜이랜드파크 자연별곡 홍대점	6030
송파구	365플러스 송파방이점	6030
강동구	던킨도너츠	6030
중구	㈜레드아이	7300
중구	㈜레드아이	7300
강동구	GS25천호로뎀점	6500
동작구	CJ 올리브네트웍스 올리브영 숭실대입구역점	7240
영등포구	스타벅스 하이테크시티점	6100
강남구	향숙이	7000
마포구	또보겠지 떡볶이집 6호점	6500
관악구	맥도날드 사당역점	8000
강남구	- - - 더발렛 / 식당 - - -	8000
중랑구	롯데리아 면목중앙점	6130
마포구	하남돼지집 애오개역점	8000
중랑구	롯데리아 면목중앙점	6130
강남구	찬사랑	7500
마포구	자연별곡 홍대점	6030
서초구	KFC	6030
강남구	카페라임	6100
동대문구	일락 (이치라쿠)	6300
강남구	스타벅스 도곡역점	6100
금천구	VIPS 금천 홈플러스점	7240
마포구	위드미 공덕고리점	6100
송파구	치맥집	8000
마포구	CAFE JASS	6500
은평구	GS25구파발점	6100
용산구	미니스톱 이태원제일점	6100
광진구	아센 PC방	6200
송파구	이랜드 애슐리	7200
마포구	㈜그린에너지컴퍼니 용강주유소	6030
관악구	파리바게뜨	6030
서초구	GS25서초중앙점	6500
강북구	신규오픈21호점	6300
중랑구	올리브영 중랑점	6700
중구	㈜떼루와 동국대점	6500
용산구	타코벨	6030
강동구	맥도날드 서울둔촌DT점	7400
강남구	VIPS 도곡역점	7240
용산구	롯데리아 용산전자상가점	6030
마포구	밤스버거	6500
성동구	메콩타이 성수역점	6500
종로구	킹커피	6100
중구	버거킹 두산타워점	6030
중구	버거킹 두산타워점	6030
중구	버거킹 두산타워점	6030
마포구	올리브영 CGV상암점	7240
마포구	빈스플래닛	6200
마포구	플레이트 비(상암점)	7000
서대문구	외계인방앗간 가재울뉴타운점	6200
양천구	카페라리 목동점	6500
서초구	맥도날드 서초뱅뱅점	6030
영등포구	이디야커피	6100
종로구	주식회사 맨파워코리아	6500
서초구	가람푸드	7500
금천구	커피린(COFFEE LYN)	6200
강남구	카즈야	7000
영등포구	베트남쌀국수 포	7500
용산구	크리스피크림도넛_ 남영역점	6030
중구	파스쿠찌 서울시청점	6100
강남구	이디야 도산사거리점	6500
성동구	신세계푸드 자니로켓 성수점	6030
강남구	CJ올리브영 압구정로데오점 (CJ올리브네트웍	7240
송파구	㈜AMOJE	7600
서초구	GS25서초프라자점	6030
서초구	GS25서초프라자점	6030
용산구	크리스피크림도넛_ 남영역점	6030
관악구	롯데리아 구로디지털역점	9024
동작구	롯데리아 노량진점	9000
중구	맥도날드 명동점	6200
강남구	가로수길(신사역) / 신세계강남점 (고속터미	6500
관악구	롯데리아 신림역점	6030
관악구	엉터리생고기 서울대입구점	6700
동작구	레가타커피 노량진점	6200
강남구	뚜레쥬르	6200
중랑구	베스킨라빈스 중랑역점	6030
서초구	GS25서초팰리스점	6030
관악구	엉터리생고기 고시촌점	6700
광진구	경성함바그 건대점	6300
종로구	아름다운커피 창덕궁점	6800
강남구	이랜드월드 스파오 강남점	6800
관악구	GS25신림누리점	6300
광진구	올리브영 강변역점	7240
종로구	CJ 올리브네트웍스	7240
영등포구	GS25당산공원점	6300
서초구	롯데리아 서초역점	6030
강남구	피자헛 강남대치점	7000
송파구	스타벅스 송파아이파크점	6100
동대문구	TGIF 청량리역점	7250
강남구	크리스피크림도넛_ 대치점	7200
종로구	스시마시따 회전초밥	6100
종로구	윙스터디 종로종각점	6030
강서구	자연별곡	6030
광진구	베스킨라빈스군자점	6030
강동구	크리스피크림도넛_ 대치점	6030
서초구	왓슨스 양재역점	7300
강남구	투썸플레이스 강남대륭타워점	7240
관악구	맥도날드 사당역점	8000
강남구	미니스톱	6500
중구	치킨더플 충무로점	7000
성북구	배스킨라빈스 길음점	6030
종로구	킹커피	6100
중구	버거킹 두산타워점	6030
중구	버거킹 두산타워점	6030
중구	버거킹 두산타워점	6030
마포구	올리브영 CGV상암점	7240
마포구	빈스플래닛	6200
마포구	플레이트 비(상암점)	7000
서대문구	외계인방앗간 가재울뉴타운점	6200
양천구	카페라리 목동점	6500
서초구	맥도날드 서초뱅뱅점	6030
영등포구	이디야커피	6100
종로구	주식회사 맨파워코리아	6500
서초구	가람푸드	7500
금천구	커피린(COFFEE LYN)	6200
강남구	카즈야	7000
영등포구	베트남쌀국수 포	7500
용산구	크리스피크림도넛_ 남영역점	6030
중구	파스쿠찌 서울시청점	6100
강남구	이디야 도산사거리점	6500
성동구	신세계푸드 자니로켓 성수점	6030
강남구	CJ올리브영 압구정로데오점 (CJ올리브네트웍	7240
송파구	㈜AMOJE	7600
서초구	GS25서초프라자점	6030
서초구	GS25서초프라자점	6030
용산구	크리스피크림도넛_ 남영역점	6030
관악구	롯데리아 구로디지털역점	9024
동작구	롯데리아 노량진점	9000
중구	맥도날드 명동점	6200
강남구	가로수길(신사역) / 신세계강남점 (고속터미	6500
관악구	롯데리아 신림역점	6030
관악구	엉터리생고기 서울대입구점	6700
동작구	레가타커피 노량진점	6200
강남구	뚜레쥬르	6200
중랑구	베스킨라빈스 중랑역점	6030
서초구	GS25서초팰리스점	6030
관악구	엉터리생고기 고시촌점	6700
광진구	경성함바그 건대점	6300
종로구	아름다운커피 창덕궁점	6800
강남구	이랜드월드 스파오 강남점	6800
관악구	GS25신림누리점	6300
광진구	올리브영 강변역점	7240
종로구	CJ 올리브네트웍스	7240
영등포구	GS25당산공원점	6300
서초구	롯데리아 서초역점	6030
강남구	피자헛 강남대치점	7000
송파구	스타벅스 송파아이파크점	6100
동대문구	TGIF 청량리역점	7250
강남구	크리스피크림도넛_ 대치점	7200
종로구	스시마시따 회전초밥	6100
종로구	윙스터디 종로종각점	6030
강서구	자연별곡	6030
광진구	베스킨라빈스군자점	6030
강동구	크리스피크림도넛_ 대치점	6030
서초구	왓슨스 양재역점	7300
강남구	투썸플레이스 강남대륭타워점	7240
관악구	맥도날드 사당역점	8000
강남구	미니스톱	6500
중구	치킨더플 충무로점	7000
성북구	배스킨라빈스 길음점	6030
강남구	올리브영 역삼점(올리브네트웍스)	7240
서초구	㈜이랜드파크 외식사업부	7240
중구	신세계본점(회현역) / 가로수길(신사역)	7800
서대문구	시간공방	6030
서초구	맥도날드 양재 SK점	9045
영등포구	아웃백스테이크하우스 여의도점	7250
서초구	맥도날드 양재SK	6030
종로구	유쾌한발상	6030
관악구	GS25서원은혜점	6030
중랑구	베스킨라빈스/배스킨라빈스	7300
강남구	yesbar	40000
강북구	세진학원	20000
광진구	롯데리아 건대스타시티점	6030
서초구	이자카야나무(강남역3호점/서초)	7500
성동구	아리스타(서울숲점)	6700
강남구	㈜플레이	6500
마포구	올리브영 상암E&M점 (CJ 올리브네트웍스)	7240
강동구	㈜현대백화점	6100
구로구	GS25신도림점	7200
강남구	이자카야 열	9000
마포구	카페로비	6500
노원구	호치킨 하우스 노원역점	6200
금천구	아마스빈 가산 그레이트밸리점	6030
관악구	GS25봉천낙성	6030
강남구	맥도날드 화양리점	7700
강남구	맥도날드 코엑스점	7700
강동구	㈜현대백화점	6100
강남구	CJ올리브영 압구정로데오점 (CJ올리브네트웍	7240
동대문구	㈜바우하우스	6030
금천구	VIPS 금천 홈플러스점	7240
노원구	롯데리아 공릉역점	9045
마포구	하남돼지집 마포역점	7500
영등포구	투썸플레이스 동여의도점	7250
관악구	투썸플레이스서울대역중앙점	6030
용산구	스무디킹	6030
관악구	세븐일레븐 난곡법원단지점	6030
중구	세영이지㈜	7000
성북구	미니스톱	6100
용산구	크리스피크림도넛_ 남영역점	6030
종로구	CJ올리브영 종로1가점	7240
용산구	크리스피크림도넛_ 남영역점	6030
구로구	버들골이야기	6500
강남구	하나은행 압구정지점	6030
강서구	피자헛 화곡점	7300
구로구	피자헛 구로공단2호점	7300
종로구	CJ올리브영 종로1가점	7240
종로구	요거프레소 광화문 오피시아점	7000
노원구	씨유  노원상계중앙점	6050
강남구	버거킹(대치역점)	6030
구로구	롯데리아 신도림역점	6030
강북구	베스킨라빈스 미아역점	6030
관악구	롯데리아 구로디지털역점	6030
용산구	계절밥상 용산 아이파크몰점	7240
관악구	㈜한유에너지 행운주유소	6100
구로구	CU편의점(고대구로병원)	10000
강남구	유	10000
종로구	CJ올리브영 종로1가점	7240
영등포구	대림소망점	6400
마포구	롯데리아 홍대점	6100
마포구	마포도화	6030
동작구	마노핀	6100
강남구	샹떼pc방	6030
성동구	베이크스토리	6030
마포구	롯데리아 신촌로터리점	6030
성동구	미니스톱 성수2가점	6030
강북구	지에스25수유씨티빌점	7000
중구	육전면사무소(명동점)	7000
동대문구	미스터몽	7000
서초구	던킨도너츠	6030
관악구	투썸플레이스신림역점	6030
구로구	배스킨라빈스 개봉역사점	6100
송파구	투썸플레이스 잠실3단지점	6030
용산구	롯데리아 서울역사점	6600
서초구	스타벅스 논현역점	6100
영등포구	월남선생 당산점	6300
강남구	롯데리아 선릉점	6030
금천구	금천태양점	6030
동대문구	신규오픈39호점	6100
성동구	배스킨라빈스 (성동금호점)	6100
용산구	롯데리아 서울역사점	6600
강남구	역삼동 사무보조	6500
강남구	이디야 역삼상록점	6030
강서구	생활커피 가양점	6050
관악구	엔제리너스 대학동	6030
중구	롯데리아 롯데마트서울역사점	6030
용산구	롯데리아 서울역사점	6600
광진구	카페베네 구의역점	6030
송파구	라인스튜디오	70000
서초구	카페골목  pc cafe con 방	6100
양천구	meat shop	15000
강남구	투썸플레이스 코엑스메가박스점	7240
강남구	더치앤빈 강남역점	6100
관악구	피씨빈 (PC bin) 관악구청점	6300
노원구	맥도날드 상계DT점	8800
중구	지오다노 명동1점	7300
구로구	배스킨라빈스 개봉역사점	6100
강남구	보울앤보틀	7000
서초구	맥도날드	9045
서초구	맥도날드 양재 SK	6030
강남구	훼미리마트논현한미	6500
강서구	맥도날드	6030
마포구	치치(홍대점)	7000
관악구	롯데카드 관악지점	6030
강서구	생맥주가맛있day	7000
강남구	㈜마중	8000
성동구	세븐일레븐 한양대병원점	6030
중구	명동클럽28호텔레스토랑	8300
구로구	롯데리아 신도림역점	6030
중구	하남돼지집 마포역점	8000
금천구	계절밥상 가산 W MALL점	7240
용산구	계절밥상 용산 아이파크몰점	7240
서초구	커피홀	6200
도봉구	비어캐빈 쌍문점	6500
동작구	버거킹 사당역점	6100
용산구	GS25이태원힐점	6030
동작구	버거킹 사당역점	6100
중구	올리브영 신당점(CJ올리브네트웍스)	7240
용산구	라이너스바베큐	7300
송파구	바운플러스	7000
동작구	버거킹 사당역점	6030
동대문구	훈냉	6500
중구	주식회사 맨파워코리아	7500
동작구	버거킹 사당역점	6100
동작구	버거킹 사당역점	6030
중구	주식회사 에이랜드	7000
강서구	엔제리너스 롯데몰김포공항2호점	6030
노원구	재고조사	9045
중구	엔제리너스 서울역사점	6030
강남구	투썸플레이스 삼성로점	7200
중구	CJ 푸드빌 / 웨딩연회사업팀 인재원(웨딩)	7240
광진구	세븐일레븐	6030
송파구	GS25가든파이브점	6030
서초구	버거킹 교대역점	6030
동대문구	㈜바른F&C	6030
노원구	GS25 공릉제일점	6030
용산구	계절밥상 용산 아이파크몰점	7240
도봉구	GS25방학성원점	6030
송파구	맥도날드 신천점	7700
구로구	롯데리아 구로시장점	6030
용산구	하남돼지집 마포역점	7500
마포구	롯데리아 신촌로터리점	6130
강남구	세븐일레븐 삼성8호점	7000
마포구	이자카야 코이와	6500
광진구	CU 자양4동점	6030
금천구	계절밥상 가산 W MALL점	7240
